recipe_name,ingredients,directions
Apple Crisp,"10 cups all-purpose apples, peeled, cored and sliced, 1 cup white sugar, 1 tablespoon all-purpose flour, 1 teaspoon ground cinnamon, ½ cup water, 1 cup quick-cooking oats, 1 cup all-purpose flour, 1 cup packed brown sugar, ¼ teaspoon baking powder, ¼ teaspoon baking soda, ½ cup butter, melted","Preheat the oven to 350 degrees F (175 degrees C).
Place sliced apples in a 9x13-inch baking dish. Mix white sugar, 1 tablespoon flour, and cinnamon together; sprinkle over apples. Pour water evenly over apples.
Combine oats, 1 cup flour, brown sugar, baking powder, and baking soda in a large bowl. Add melted butter and mix with a fork until crumbly; sprinkle evenly over apple mixture.
Bake in the preheated oven until top is golden brown and apples are bubbling around the edges, about 45 minutes.











Dotdash Meredith Food Studios
"
Apple Pie Filling,"18 cups thinly sliced apples, 3 tablespoons lemon juice, 10 cups water, 4 ½ cups white sugar, 1 cup cornstarch, 2 teaspoons ground cinnamon, 1 teaspoon salt, ¼ teaspoon ground nutmeg","Toss apples with lemon juice in a large bowl and set aside.
Pour water into a Dutch oven over medium heat. Combine sugar, cornstarch, cinnamon, salt, and nutmeg in a bowl; add to water, stir well, and bring to a boil. Boil for 2 minutes, stirring constantly.
Add apples and return to a boil. Reduce heat, cover, and simmer until apples are tender, 6 to 8 minutes. Cool for 30 minutes.
Ladle into 5 freezer containers, leaving 1/2 inch of headspace. Cool at room temperature no longer than 1 1/2 hours.
Seal and freeze. Can be stored for up to 12 months.











Dotdash Meredith Food Studios
"
Easy Apple Crisp with Oat Topping,"6  apples - peeled, cored, and sliced, 2 tablespoons white sugar, 1 ½ teaspoons ground cinnamon, divided, 1 cup brown sugar, ¾ cup old-fashioned oats, ¾ cup all-purpose flour, ½ cup cold butter","Preheat the oven to 350 degrees F (175 degrees C).
Toss apples with white sugar and 1/2 teaspoon cinnamon in a medium bowl to coat; pour into a 9-inch square baking dish.
Mix brown sugar, oats, flour, and 1 teaspoon cinnamon in a separate bowl. Cut in cold butter with 2 knives or a pastry blender until the mixture resembles coarse crumbs; spread over apples and pat down gently until even.
Bake in the preheated oven until golden brown and sides are bubbling, about 40 minutes.









"
Easy Apple Cider,"1 (64 fluid ounce) bottle apple cider, 3  cinnamon sticks, 1 teaspoon whole allspice, 1 teaspoon whole cloves, �?cup brown sugar","Combine apple cider and cinnamon sticks in a slow cooker.
Place allspice and cloves onto the center of an 8-inch square piece of cheesecloth. Gather edges of the cheesecloth together and tie to secure; place in the slow cooker. Stir in brown sugar. Cook on High until it comes to a boil. Reduce heat to Low and keep warm."
Apple-Cranberry Crisp,"2 pounds Granny Smith apples - peeled, cored and thinly sliced, ¾ cup cranberries, ¼ cup white sugar, 1 tablespoon ground cinnamon, 1 teaspoon ground nutmeg","Preheat the oven to 375 degrees F (190 degrees C.) Butter an 8-inch square baking dish.
Mix apples, cranberries, white sugar, cinnamon, and nutmeg in a large bowl. Place in an even layer in the prepared baking dish.
In the same bowl, combine oats, flour, and brown sugar for topping. Add butter pieces and mix with a fork until crumbly. Stir in pecans. Sprinkle topping over apples in the baking dish.
Bake in the preheated oven until apples are tender and topping is golden brown, 40 to 50 minutes."
Old-Fashioned Apple Dumplings,"1 recipe pastry for double-crust pie, 6 large Granny Smith apples, peeled and cored, ½ cup butter, ¾ cup brown sugar, 1 teaspoon ground cinnamon, ½ teaspoon ground nutmeg, 3 cups water, 2 cups white sugar, 1 teaspoon vanilla extract","Preheat the oven to 400 degrees F (200 degrees C). Butter a 9x13-inch pan.
Roll pastry into a 24x16-inch rectangle on a lightly floured surface. Cut into six 8-inch squares. Place an apple on each pastry square with the cored opening facing upward. Cut butter into 8 pieces; place 1 piece in the opening of each apple; reserve the remaining butter for sauce.
Divide brown sugar between apples, poking some inside each cored opening and the rest around the base of each apple. Sprinkle cinnamon and nutmeg over apples.
Using slightly wet fingertips, bring one corner of the pastry square up to the top of the apple, then bring the opposite corner to the top and press together. Bring up the two remaining corners, and seal. Slightly pinch the dough at the sides to completely seal in the apple. Repeat with the remaining apples and place in the prepared baking dish.
Combine water, white sugar, vanilla extract, and reserved butter in a large saucepan. Place over medium heat, and bring to a boil. Reduce the heat to low and simmer until sugar is dissolved, about 5 minutes. Carefully pour the sauce over the dumplings.
Bake in the preheated oven for 50 to 60 minutes. Place each apple dumpling in a dessert bowl, and spoon some of the sauce over the top."
Southern Fried Apples,"½ cup butter, ½ cup white sugar, 2 tablespoons ground cinnamon, 4  Granny Smith apples - peeled, cored, and sliced","Melt butter in a large skillet over medium heat. Add sugar and cinnamon; stir until sugar dissolves.
Add apples and cook until softened, 5 to 8 minutes.











Melissa Goff
"
Apple Turnovers,"2 tablespoons lemon juice, 4 cups water, 4  Granny Smith apples - peeled, cored and sliced, 2 tablespoons butter, 1 cup brown sugar, 1 teaspoon ground cinnamon, 1 tablespoon cornstarch, 1 tablespoon water, 1 (17.25 ounce) package frozen puff pastry sheets, thawed, 1 cup confectioners' sugar, 1 tablespoon milk, 1 teaspoon vanilla extract","Combine the lemon and 4 cups water in a large bowl. Place the sliced apples in the water to keep them from browning.
Melt butter in a large skillet over medium heat. Drain water from apples, and place them into the hot skillet. Cook and stir for about 2 minutes. Add brown sugar, and cinnamon, and cook, stirring, for 2 more minutes. Stir together cornstarch and 1 tablespoon water. Pour into the skillet, and mix well. Cook for another minute, or until sauce has thickened. Remove from heat to cool slightly.
Preheat the oven to 400 degrees F (200 degrees C).
Unfold puff pastry sheets, and repair any cracks by pressing them back together. Trim each sheet into a square. Then cut each larger square into 4 smaller squares. Spoon apples onto the center of each squares. Fold over from corner to corner into a triangle shape, and press edges together to seal. Place turnovers on a baking sheet, leaving about 1 inch between them.
Bake for 25 minutes in the preheated oven, until turnovers are puffed and lightly browned. Cool completely before glazing.
To make the glaze, mix together the confectioners' sugar, milk and vanilla in a small bowl. Adjust the thickness by adding more sugar or milk if necessary. Drizzle glaze over the cooled turnovers.











Dotdash Meredith Food Studios
"
Apple Crisp - Perfect and Easy,"2 ½ cups apples - peeled, cored, and sliced, 1 cup sifted all-purpose flour, 1 cup white sugar, ½ teaspoon ground cinnamon, ¼ teaspoon salt, ½ cup butter, softened","Preheat the oven to 375 degrees F (190 degrees C). Lightly grease an 8-inch square baking dish.
Arrange apple slices evenly in the prepared baking dish. Sift flour, sugar, cinnamon, and salt into a bowl. Cut in butter using a pastry blender, or 2 knives, until mixture resembles coarse cornmeal; sprinkle over apples.
Bake in the preheated oven until topping is golden, 40 to 45 minutes. Cool slightly before serving.











naples34102
"
The Best Caramel Apples,"8 large tart apples, 8  wooden chopsticks for handles, 2 cups packed brown sugar, 1 (14 ounce) can sweetened condensed milk, 1 cup light corn syrup, 1 cup butter, 2 teaspoons vanilla extract","Bring a large saucepan of water to a boil. Dip apples in boiling water for a few seconds, using a slotted spoon, then dry with paper towels to remove any wax from the peels. Set apples aside to cool completely, about 30 minutes.
Insert sticks into the bottom of each cooled apple through the core for a handle.
Line a baking sheet with parchment paper.
Stir brown sugar, sweetened condensed milk, corn syrup, and butter together in a saucepan over medium-high heat. Bring to a boil, stirring constantly, then reduce heat to medium. Cook until a candy thermometer reads 248 degrees F (120 degrees C), stirring constantly to prevent burning, about 25 to 30 minutes. A teaspoon of caramel dropped in a glass of cold water, should form a firm ball. Remove caramel from heat and stir in vanilla extract.
Working quickly, dip each apple into the hot caramel to completely coat the apple and about 1/2 inch of the wooden handle. Sprinkle apples with any desired toppings while still hot. Let caramel apples cool on the prepared baking sheet, about 1 hour. Use caution, caramel is very hot."
Mulligatawny Soup,"½ cup chopped onion, 2 stalks celery, chopped, 1  carrot, diced, ¼ cup butter, 1 ½ tablespoons all-purpose flour, 1 ½ teaspoons curry powder, 4 cups chicken broth, ½  apple, cored and chopped, ¼ cup white rice, 1  skinless, boneless chicken breast half - cut into cubes, 1 pinch dried thyme,   salt and ground black pepper to taste, ½ cup heavy cream, heated","Melt butter in a large soup pot over medium heat. Add onions, celery, and carrot and sauté until soft, 5 to 7 minutes. Add flour and curry, and cook 5 more minutes, stirring frequently. Add chicken broth, mix well, and bring to a boil. Reduce heat and simmer for about 30 minutes.
Add apple, rice, chicken, thyme, salt, and pepper. Simmer until rice is tender, 15 to 20 minutes.
Just before serving, stir in hot cream.











TheBritishBaker
"
Sauteed Apples,"¼ cup butter, 4 large tart apples - peeled, cored and sliced 1/4 inch thick, ½ cup cold water, 2 teaspoons cornstarch, ½ cup brown sugar, ½ teaspoon ground cinnamon","Melt butter in a large skillet or saucepan over medium heat; add apples and cook, stirring constantly, until almost tender, 6 to 7 minutes.
Mix water and cornstarch together in a small bowl until cornstarch is dissolved; pour over apples. Stir in brown sugar and cinnamon. Bring to a boil for 2 minutes, stirring occasionally. Remove from heat and serve warm.











dotdash meredith food studios
"
Homemade Apple Cider,"10 large apples, quartered,   water, to cover, ¾ cup white sugar, 1 tablespoon ground cinnamon, 1 tablespoon ground allspice","Place apples in a large stockpot; cover with water by at least 2 inches. Stir in sugar, cinnamon, and allspice. Bring to a boil over medium-high heat. Boil, uncovered, for 1 hour. Reduce heat; cover and simmer for 2 hours.
Strain apple mixture through a fine-mesh sieve; discard solids. Drain cider again through a cheesecloth-lined sieve.
Refrigerate cider until cold, about 4 hours.











 LaDonna Langwell 
"
Canned Apple Pie Filling,"4 ½ cups white sugar, 1 cup cornstarch, 2 teaspoons ground cinnamon, ¼ teaspoon ground nutmeg, 10 cups water, 2 teaspoons salt, 3 tablespoons lemon juice, 2 drops yellow food coloring, 6 pounds apples","Mix sugar, cornstarch, cinnamon, and nutmeg in a large pan. Add water and salt and mix well. Bring to a boil and cook until thick and bubbly. Remove from heat and add lemon juice and food coloring.
Sterilize canning jars, lids, and rings by boiling them in a large pot of water.
Peel, core, and slice apples. Pack the sliced apples into hot canning jars, leaving a 1/2 inch of headspace.
Fill jars with hot syrup, and gently remove air bubbles with a knife.
Put lids on and process in a water bath canner for 20 minutes."
